84,100
24,100
41,100
55,100
62,100
64,100
74,100
27,100
53,100
28,100
33,100
25,100
69,100
64,100
20,100
26,100
45,100
60,100
54,100
25,100
45,100
37,100
19,100
30,100
80,100
70,100
72,100
62,100
27,100
102,100
28,100
73,0
33,100
61,100
31,100
114,100
26,100
51,100
20,100
23,100
15,100
28,100
50,100
65,100
22,100
33,100
44,100
45,100
49,100
55,100
17,100
66,100
62,100
66,100
34,100
103,100
83,100
35,100
65,100
35,100
34,100
28,100
62,100
56,100
37,100
49,100
103,100
40,100
52,100
88,100
20,100
53,100
32,100
60,100
25,100
33,100
87,100
54,100
60,100
51,100
32,100
36,100
15,100
46,100
65,100
64,100
29,100
16,100
21,100
31,100
22,100
67,100
49,100
89,100
51,100
58,100
52,100
31,100
64,100
54,100
78,100
40,100
34,100
67,100
53,100
53,100
36,100
78,100
34,100
83,100
73,100
27,100
67,100
23,100
47,100
49,100
114,100
80,100
27,100
51,100
39,100
55,100
43,100
19,100
57,100
40,100
66,100
69,100
43,100
79,100
66,100
29,100
46,100
82,100
69,100
25,100
40,100
73,100
87,100
79,100
69,100
66,100
31,100
41,100
23,100
40,100
42,100
23,100
64,100
41,100
26,100
37,100
69,100
20,100
77,100
58,100
65,100
56,100
21,100
85,0
27,100
67,100
21,100
79,100
61,100
96,100
27,100
43,100
57,100
118,100
56,100
27,100
88,100
49,100
17,100
28,100
34,100
23,100
41,100
68,100
22,100
44,100
46,100
94,100
73,100
22,100
77,0
75,100
48,100
52,100
32,100
39,100
40,100
84,100
56,100
83,100
25,100
41,100
102,100
39,100
45,100
26,100
45,100
60,100
49,100
76,100
75,100
46,100
21,100
51,100
97,100
51,100
23,100
112,100
71,100
58,100
29,100
44,100
90,100
61,100
21,100
110,100
41,100
49,100
24,100
64,100
81,100
67,100
28,100
52,100
63,100
47,100
51,100
32,100
46,100
52,100
48,100
62,100
29,100
23,100
14,100
67,100
21,100
69,100
58,100
64,100
88,100
30,100
31,100
32,100
33,100
55,100
67,100
30,100
69,100
27,100
82,100
27,100
30,100
78,100
26,100
43,100
23,100
31,100
34,100
62,100
21,100
67,100
104,100
28,100
22,100
34,100
50,100
42,100
46,100
49,100
16,100
67,100
64,100
59,100
75,100
34,100
26,100
87,100
45,100
111,100
66,100
42,100
31,100
67,100
55,100
75,100
28,100
58,100
97,100
87,100
33,100
94,100
77,100
113,100
43,100
43,100
49,100
41,100
